Datetime,Dry Bulb Temperature,Relative Humidity,Wind Direction,Wind Speed
2022-01-01 00:00:00,22.4,93,272,2.8
2022-01-01 01:00:00,22.5,93,276,2.6
2022-01-01 02:00:00,21.9,93,290,2.4
2022-01-01 03:00:00,21.9,94,290,2.2
2022-01-01 04:00:00,21.7,94,276,2.1
2022-01-01 05:00:00,21.5,95,270,1.9
2022-01-01 06:00:00,21.6,95,280,1.5
2022-01-01 07:00:00,23.2,92,302,1.1
2022-01-01 08:00:00,23.9,88,296,1.0
2022-01-01 09:00:00,24.9,81,282,1.1
2022-01-01 10:00:00,25.9,75,291,1.2
2022-01-01 11:00:00,27.2,71,271,0.6
2022-01-01 12:00:00,27.8,70,161,0.9
2022-01-01 13:00:00,27.8,72,145,2.2
2022-01-01 14:00:00,27.1,74,136,3.1
2022-01-01 15:00:00,27.4,74,120,3.9
2022-01-01 16:00:00,27.2,76,95,4.4
2022-01-01 17:00:00,27.0,76,85,4.4
2022-01-01 18:00:00,26.6,78,81,4.5
2022-01-01 19:00:00,25.4,84,79,4.2
2022-01-01 20:00:00,25.1,86,74,3.9
2022-01-01 21:00:00,25.1,86,72,3.2
2022-01-01 22:00:00,24.9,88,70,2.4
2022-01-01 23:00:00,24.7,89,72,1.6
2022-01-02 00:00:00,24.3,91,68,1.2
2022-01-02 01:00:00,24.3,92,64,0.3
2022-01-02 02:00:00,23.5,94,276,0.2
2022-01-02 03:00:00,23.6,96,327,0.7
2022-01-02 04:00:00,23.4,98,338,1.2
2022-01-02 05:00:00,23.5,98,330,1.5
2022-01-02 06:00:00,23.5,97,312,1.5
2022-01-02 07:00:00,24.9,93,290,1.2
2022-01-02 08:00:00,25.7,88,284,1.2
2022-01-02 09:00:00,26.8,82,295,1.1
2022-01-02 10:00:00,27.7,78,304,0.6
2022-01-02 11:00:00,29.2,72,147,0.4
2022-01-02 12:00:00,29.7,70,142,1.6
2022-01-02 13:00:00,30.2,68,138,3.0
2022-01-02 14:00:00,29.0,72,122,3.6
2022-01-02 15:00:00,28.8,75,107,3.5
2022-01-02 16:00:00,28.5,79,96,2.8
2022-01-02 17:00:00,27.9,82,93,2.0
2022-01-02 18:00:00,27.3,85,82,2.5
2022-01-02 19:00:00,26.4,90,71,2.7
2022-01-02 20:00:00,26.1,92,79,2.6
2022-01-02 21:00:00,26.1,92,76,2.3
2022-01-02 22:00:00,26.1,91,74,2.1
2022-01-02 23:00:00,26.0,91,68,1.2
2022-01-03 00:00:00,25.8,92,89,0.5
2022-01-03 01:00:00,25.5,94,206,0.4
2022-01-03 02:00:00,25.1,96,230,0.6
2022-01-03 03:00:00,25.0,96,236,0.9
2022-01-03 04:00:00,24.9,97,226,1.0
2022-01-03 05:00:00,24.8,97,211,0.8
2022-01-03 06:00:00,24.5,97,217,0.9
2022-01-03 07:00:00,25.5,95,168,1.2
2022-01-03 08:00:00,26.1,90,176,1.3
2022-01-03 09:00:00,26.7,87,178,1.4
2022-01-03 10:00:00,27.3,86,172,1.3
2022-01-03 11:00:00,27.9,84,155,1.9
2022-01-03 12:00:00,28.0,83,154,2.4
2022-01-03 13:00:00,28.3,83,154,3.0
2022-01-03 14:00:00,27.4,85,143,3.6
2022-01-03 15:00:00,27.2,86,130,3.9
2022-01-03 16:00:00,27.5,84,126,3.2
2022-01-03 17:00:00,27.3,86,109,3.0
2022-01-03 18:00:00,27.0,87,117,2.8
2022-01-03 19:00:00,26.1,90,111,2.9
2022-01-03 20:00:00,25.9,91,119,2.2
2022-01-03 21:00:00,25.8,92,150,1.6
2022-01-03 22:00:00,25.5,92,158,1.7
2022-01-03 23:00:00,25.6,93,144,1.4
2022-01-04 00:00:00,26.0,92,137,1.3
2022-01-04 01:00:00,25.3,95,136,1.1
2022-01-04 02:00:00,25.1,93,113,1.0
2022-01-04 03:00:00,24.9,94,186,0.3
2022-01-04 04:00:00,24.7,93,249,0.6
2022-01-04 05:00:00,24.6,93,260,0.9
2022-01-04 06:00:00,24.5,94,253,0.8
2022-01-04 07:00:00,25.7,90,220,0.5
2022-01-04 08:00:00,26.0,90,236,0.4
2022-01-04 09:00:00,26.2,91,277,0.6
2022-01-04 10:00:00,26.6,90,241,0.3
2022-01-04 11:00:00,27.3,89,186,0.8
2022-01-04 12:00:00,27.4,89,131,2.0
2022-01-04 13:00:00,26.0,91,99,2.3
2022-01-04 14:00:00,26.0,92,71,3.0
2022-01-04 15:00:00,26.1,92,69,2.7
2022-01-04 16:00:00,26.3,90,70,2.9
2022-01-04 17:00:00,26.1,92,75,3.1
2022-01-04 18:00:00,25.9,93,75,3.3
2022-01-04 19:00:00,26.1,94,68,3.4
2022-01-04 20:00:00,26.1,94,57,2.9
2022-01-04 21:00:00,26.2,94,26,2.3
2022-01-04 22:00:00,26.2,94,14,2.4
2022-01-04 23:00:00,25.9,93,351,1.9
2022-01-05 00:00:00,25.6,91,335,1.6
2022-01-05 01:00:00,25.3,90,336,1.9
2022-01-05 02:00:00,25.0,89,341,2.0
2022-01-05 03:00:00,24.7,88,332,2.6
2022-01-05 04:00:00,24.7,88,325,3.4
2022-01-05 05:00:00,24.8,87,322,3.7
2022-01-05 06:00:00,24.9,87,322,4.1
2022-01-05 07:00:00,25.9,85,326,3.9
2022-01-05 08:00:00,26.8,82,323,4.2
2022-01-05 09:00:00,27.6,78,321,4.9
2022-01-05 10:00:00,28.5,73,315,5.1
2022-01-05 11:00:00,30.5,66,307,4.6
2022-01-05 12:00:00,31.3,64,297,4.1
2022-01-05 13:00:00,31.7,61,291,3.2
2022-01-05 14:00:00,31.4,64,293,1.6
2022-01-05 15:00:00,29.5,77,300,0.6
2022-01-05 16:00:00,29.1,80,98,0.5
2022-01-05 17:00:00,29.3,85,132,1.9
2022-01-05 18:00:00,28.6,86,141,2.8
2022-01-05 19:00:00,27.2,93,133,3.7
2022-01-05 20:00:00,26.3,95,139,4.4
2022-01-05 21:00:00,25.4,93,137,4.3
2022-01-05 22:00:00,25.3,92,128,3.0
2022-01-05 23:00:00,25.2,93,111,2.3
2022-01-06 00:00:00,24.8,94,66,0.9
2022-01-06 01:00:00,25.0,92,313,0.9
2022-01-06 02:00:00,24.5,94,265,2.1
2022-01-06 03:00:00,24.6,92,217,3.3
2022-01-06 04:00:00,24.4,93,207,4.7
2022-01-06 05:00:00,24.3,94,203,5.9
2022-01-06 06:00:00,24.4,93,204,6.3
2022-01-06 07:00:00,24.6,93,196,6.3
2022-01-06 08:00:00,24.5,92,196,5.8
2022-01-06 09:00:00,25.2,92,197,5.4
2022-01-06 10:00:00,25.6,87,195,5.3
2022-01-06 11:00:00,25.4,88,189,5.6
2022-01-06 12:00:00,25.9,86,190,5.5
2022-01-06 13:00:00,26.1,86,180,5.6
2022-01-06 14:00:00,25.5,86,178,6.2
2022-01-06 15:00:00,25.2,85,171,6.0
2022-01-06 16:00:00,24.7,86,170,6.6
2022-01-06 17:00:00,24.1,87,170,6.4
2022-01-06 18:00:00,24.1,86,167,6.3
2022-01-06 19:00:00,23.4,88,163,6.4
2022-01-06 20:00:00,23.6,86,161,6.3
2022-01-06 21:00:00,23.6,85,160,6.5
2022-01-06 22:00:00,23.5,85,162,6.2
2022-01-06 23:00:00,23.3,87,162,6.1
2022-01-07 00:00:00,22.9,91,165,6.1
2022-01-07 01:00:00,22.8,92,167,6.1
2022-01-07 02:00:00,22.6,91,168,5.8
2022-01-07 03:00:00,22.3,90,169,6.0
2022-01-07 04:00:00,22.5,89,170,5.9
2022-01-07 05:00:00,22.5,87,171,6.0
2022-01-07 06:00:00,22.7,85,171,6.0
2022-01-07 07:00:00,23.3,81,165,5.4
2022-01-07 08:00:00,23.4,80,168,5.2
2022-01-07 09:00:00,23.4,79,172,5.2
2022-01-07 10:00:00,23.8,77,173,5.3
2022-01-07 11:00:00,24.3,73,176,5.1
2022-01-07 12:00:00,24.6,71,178,5.5
2022-01-07 13:00:00,24.5,70,180,5.5
2022-01-07 14:00:00,24.4,70,179,5.5
2022-01-07 15:00:00,24.1,72,177,6.1
2022-01-07 16:00:00,24.0,74,175,6.5
2022-01-07 17:00:00,23.6,77,171,6.4
2022-01-07 18:00:00,23.3,79,169,6.4
2022-01-07 19:00:00,22.4,87,165,6.1
2022-01-07 20:00:00,22.3,90,158,5.8
2022-01-07 21:00:00,22.5,90,147,5.4
2022-01-07 22:00:00,22.5,91,143,5.3
2022-01-07 23:00:00,22.4,92,140,5.5
2022-01-08 00:00:00,22.5,93,142,4.8
2022-01-08 01:00:00,22.5,93,145,4.5
2022-01-08 02:00:00,22.4,92,146,4.7
2022-01-08 03:00:00,22.4,92,143,4.8
2022-01-08 04:00:00,22.5,91,141,4.8
2022-01-08 05:00:00,22.6,90,139,4.8
2022-01-08 06:00:00,22.5,89,138,5.0
2022-01-08 07:00:00,22.7,87,137,4.7
2022-01-08 08:00:00,22.6,87,135,4.5
2022-01-08 09:00:00,23.0,85,133,4.4
2022-01-08 10:00:00,23.0,84,134,4.6
2022-01-08 11:00:00,23.5,81,137,4.9
2022-01-08 12:00:00,23.6,79,135,5.4
2022-01-08 13:00:00,23.6,77,135,5.6
2022-01-08 14:00:00,24.0,73,137,5.6
2022-01-08 15:00:00,23.9,72,140,5.9
2022-01-08 16:00:00,24.1,70,141,5.6
2022-01-08 17:00:00,24.1,68,140,5.1
2022-01-08 18:00:00,23.8,69,137,4.6
2022-01-08 19:00:00,23.3,73,132,4.0
2022-01-08 20:00:00,23.1,75,130,4.0
2022-01-08 21:00:00,22.7,79,128,4.2
2022-01-08 22:00:00,22.6,80,123,4.3
2022-01-08 23:00:00,22.5,81,118,4.0
2022-01-09 00:00:00,22.2,83,118,3.9
2022-01-09 01:00:00,22.2,83,118,3.8
2022-01-09 02:00:00,22.1,84,119,3.8
2022-01-09 03:00:00,22.0,83,123,4.0
2022-01-09 04:00:00,22.2,81,128,4.2
2022-01-09 05:00:00,22.2,79,132,4.3
2022-01-09 06:00:00,22.3,78,132,4.4
2022-01-09 07:00:00,23.2,75,134,4.2
2022-01-09 08:00:00,23.4,76,132,4.0
2022-01-09 09:00:00,23.5,75,132,3.5
2022-01-09 10:00:00,24.0,71,132,3.8
2022-01-09 11:00:00,24.2,68,137,4.2
2022-01-09 12:00:00,24.2,67,143,4.3
2022-01-09 13:00:00,24.1,70,150,4.3
2022-01-09 14:00:00,23.1,77,156,4.1
2022-01-09 15:00:00,23.0,79,160,3.9
2022-01-09 16:00:00,22.8,81,164,3.7
2022-01-09 17:00:00,22.5,83,163,3.3
2022-01-09 18:00:00,22.4,85,154,3.1
2022-01-09 19:00:00,21.9,88,176,2.5
2022-01-09 20:00:00,22.1,90,169,2.5
2022-01-09 21:00:00,22.0,91,162,1.9
2022-01-09 22:00:00,22.2,89,151,1.4
2022-01-09 23:00:00,21.6,93,139,0.9
2022-01-10 00:00:00,21.7,94,145,0.6
2022-01-10 01:00:00,21.9,93,145,0.5
2022-01-10 02:00:00,21.6,95,185,0.3
2022-01-10 03:00:00,21.4,95,209,0.2
2022-01-10 04:00:00,21.7,94,198,0.2
2022-01-10 05:00:00,22.0,94,29,0.2
2022-01-10 06:00:00,22.0,95,49,0.3
2022-01-10 07:00:00,22.3,95,133,0.9
2022-01-10 08:00:00,22.3,95,109,1.0
2022-01-10 09:00:00,22.9,93,92,0.6
2022-01-10 10:00:00,23.3,90,151,0.4
2022-01-10 11:00:00,24.2,86,182,0.6
2022-01-10 12:00:00,24.5,85,198,1.0
2022-01-10 13:00:00,24.8,84,206,1.6
2022-01-10 14:00:00,25.5,83,210,2.5
2022-01-10 15:00:00,26.1,83,201,3.7
2022-01-10 16:00:00,25.8,82,201,4.8
2022-01-10 17:00:00,24.8,83,202,4.8
2022-01-10 18:00:00,24.3,87,201,4.8
2022-01-10 19:00:00,23.1,94,203,3.8
2022-01-10 20:00:00,23.1,93,215,2.9
2022-01-10 21:00:00,23.1,93,225,2.2
2022-01-10 22:00:00,22.8,94,226,1.3
2022-01-10 23:00:00,22.8,92,285,0.2
2022-01-11 00:00:00,22.8,92,9,0.9
2022-01-11 01:00:00,22.8,91,358,1.4
2022-01-11 02:00:00,22.7,91,346,1.5
2022-01-11 03:00:00,22.8,90,333,1.5
2022-01-11 04:00:00,22.9,89,321,1.5
2022-01-11 05:00:00,23.0,88,320,1.4
2022-01-11 06:00:00,23.0,88,323,1.5
2022-01-11 07:00:00,23.7,87,295,0.9
2022-01-11 08:00:00,23.8,86,294,1.3
2022-01-11 09:00:00,23.8,85,266,1.1
2022-01-11 10:00:00,23.8,85,253,0.9
2022-01-11 11:00:00,24.5,81,217,1.2
2022-01-11 12:00:00,25.2,79,184,2.0
2022-01-11 13:00:00,25.3,80,172,3.1
2022-01-11 14:00:00,25.2,81,162,4.0
2022-01-11 15:00:00,25.2,84,158,3.6
2022-01-11 16:00:00,24.9,85,162,4.0
2022-01-11 17:00:00,24.6,87,159,3.9
2022-01-11 18:00:00,24.4,87,157,3.6
2022-01-11 19:00:00,24.3,84,146,2.3
2022-01-11 20:00:00,24.1,86,136,2.1
2022-01-11 21:00:00,24.0,87,141,1.4
2022-01-11 22:00:00,23.9,88,154,0.5
2022-01-11 23:00:00,23.5,90,272,0.4
2022-01-12 00:00:00,23.5,90,280,0.7
2022-01-12 01:00:00,23.5,89,277,1.0
2022-01-12 02:00:00,23.2,90,265,1.5
2022-01-12 03:00:00,22.8,90,254,2.0
2022-01-12 04:00:00,22.8,91,246,2.1
2022-01-12 05:00:00,22.9,90,241,2.0
2022-01-12 06:00:00,23.1,89,232,1.9
2022-01-12 07:00:00,24.0,88,224,2.0
2022-01-12 08:00:00,24.2,88,225,2.1
2022-01-12 09:00:00,24.2,88,214,2.4
2022-01-12 10:00:00,24.3,87,202,2.7
2022-01-12 11:00:00,24.9,86,185,2.7
2022-01-12 12:00:00,25.8,80,175,2.8
2022-01-12 13:00:00,25.9,80,166,3.1
2022-01-12 14:00:00,25.6,82,162,3.5
2022-01-12 15:00:00,25.6,82,149,3.0
2022-01-12 16:00:00,25.9,82,136,3.4
2022-01-12 17:00:00,26.0,81,131,3.5
2022-01-12 18:00:00,25.8,82,131,3.2
2022-01-12 19:00:00,24.9,85,106,2.8
2022-01-12 20:00:00,24.9,85,101,2.6
2022-01-12 21:00:00,24.8,85,96,2.0
2022-01-12 22:00:00,25.0,84,100,1.3
2022-01-12 23:00:00,25.1,83,108,0.9
2022-01-13 00:00:00,24.8,85,188,0.6
2022-01-13 01:00:00,24.6,86,197,1.2
2022-01-13 02:00:00,24.5,88,217,1.3
2022-01-13 03:00:00,24.3,89,195,1.3
2022-01-13 04:00:00,24.2,89,196,1.4
2022-01-13 05:00:00,24.0,91,190,1.5
2022-01-13 06:00:00,23.9,91,187,1.6
2022-01-13 07:00:00,24.5,87,168,1.4
2022-01-13 08:00:00,24.5,88,195,1.7
2022-01-13 09:00:00,24.7,86,179,1.9
2022-01-13 10:00:00,24.7,86,182,2.7
2022-01-13 11:00:00,25.1,85,178,2.8
2022-01-13 12:00:00,25.6,83,171,3.6
2022-01-13 13:00:00,25.4,82,166,3.8
2022-01-13 14:00:00,24.4,84,162,4.2
2022-01-13 15:00:00,23.8,84,157,4.0
2022-01-13 16:00:00,23.8,83,145,3.8
2022-01-13 17:00:00,23.5,84,140,3.6
2022-01-13 18:00:00,23.7,83,130,3.1
2022-01-13 19:00:00,23.7,83,126,3.0
2022-01-13 20:00:00,23.8,83,123,2.8
2022-01-13 21:00:00,23.9,82,106,2.6
2022-01-13 22:00:00,24.2,81,95,2.2
2022-01-13 23:00:00,24.5,79,80,1.8
2022-01-14 00:00:00,24.5,80,71,1.6
2022-01-14 01:00:00,24.4,82,75,1.1
2022-01-14 02:00:00,24.3,84,97,0.9
2022-01-14 03:00:00,24.0,85,106,0.7
2022-01-14 04:00:00,24.0,87,88,0.2
2022-01-14 05:00:00,24.0,87,281,0.2
2022-01-14 06:00:00,24.0,88,243,0.5
2022-01-14 07:00:00,24.9,87,145,0.4
2022-01-14 08:00:00,24.6,87,128,0.3
2022-01-14 09:00:00,25.1,85,98,0.7
2022-01-14 10:00:00,25.2,85,111,1.0
2022-01-14 11:00:00,26.0,82,125,1.3
2022-01-14 12:00:00,27.2,78,134,1.6
2022-01-14 13:00:00,27.6,76,145,1.9
2022-01-14 14:00:00,27.9,76,147,2.7
2022-01-14 15:00:00,27.7,78,128,3.1
2022-01-14 16:00:00,27.8,79,123,3.5
2022-01-14 17:00:00,27.4,82,106,3.6
2022-01-14 18:00:00,26.5,86,108,2.9
2022-01-14 19:00:00,25.8,89,98,2.4
2022-01-14 20:00:00,25.6,90,107,2.4
2022-01-14 21:00:00,25.6,89,112,1.9
2022-01-14 22:00:00,25.4,89,105,1.5
2022-01-14 23:00:00,25.3,90,85,1.3
2022-01-15 00:00:00,25.0,90,63,1.0
2022-01-15 01:00:00,24.9,90,50,0.8
2022-01-15 02:00:00,24.4,92,37,0.9
2022-01-15 03:00:00,24.2,93,46,1.0
2022-01-15 04:00:00,24.5,93,32,1.2
2022-01-15 05:00:00,24.5,93,30,1.3
2022-01-15 06:00:00,24.5,93,28,1.5
2022-01-15 07:00:00,25.5,93,12,1.4
2022-01-15 08:00:00,25.8,92,3,0.8
2022-01-15 09:00:00,26.2,90,28,1.2
2022-01-15 10:00:00,26.7,89,91,0.4
2022-01-15 11:00:00,27.5,84,109,1.1
2022-01-15 12:00:00,27.9,82,126,3.0
2022-01-15 13:00:00,28.2,81,113,2.5
2022-01-15 14:00:00,28.1,81,96,3.1
2022-01-15 15:00:00,28.0,82,73,2.4
2022-01-15 16:00:00,28.1,79,58,2.0
2022-01-15 17:00:00,27.2,83,34,1.2
2022-01-15 18:00:00,26.6,86,355,0.6
2022-01-15 19:00:00,26.7,86,296,1.0
2022-01-15 20:00:00,26.7,86,278,2.0
2022-01-15 21:00:00,26.2,88,278,3.0
2022-01-15 22:00:00,26.3,89,259,2.4
2022-01-15 23:00:00,26.1,89,278,2.9
2022-01-16 00:00:00,25.5,92,298,3.0
2022-01-16 01:00:00,25.2,93,324,2.6
2022-01-16 02:00:00,24.8,94,340,2.1
2022-01-16 03:00:00,24.4,94,1,1.8
2022-01-16 04:00:00,24.3,94,27,1.9
2022-01-16 05:00:00,24.4,93,46,2.2
2022-01-16 06:00:00,24.5,93,46,2.7
2022-01-16 07:00:00,26.1,85,47,2.6
2022-01-16 08:00:00,26.7,83,30,2.1
2022-01-16 09:00:00,26.9,82,3,1.9
2022-01-16 10:00:00,27.8,78,337,1.7
2022-01-16 11:00:00,28.6,77,328,1.6
2022-01-16 12:00:00,29.6,71,326,1.3
2022-01-16 13:00:00,30.0,69,313,0.9
2022-01-16 14:00:00,30.7,67,27,0.6
2022-01-16 15:00:00,31.5,62,79,1.8
2022-01-16 16:00:00,29.9,70,73,3.2
2022-01-16 17:00:00,27.7,80,59,3.6
2022-01-16 18:00:00,27.4,84,55,4.1
2022-01-16 19:00:00,25.8,90,40,3.4
2022-01-16 20:00:00,25.6,92,39,3.3
2022-01-16 21:00:00,25.4,92,36,3.2
2022-01-16 22:00:00,25.3,92,32,3.1
2022-01-16 23:00:00,25.4,92,20,2.7
2022-01-17 00:00:00,25.4,91,6,2.7
2022-01-17 01:00:00,25.1,92,354,2.7
2022-01-17 02:00:00,24.8,92,346,2.8
2022-01-17 03:00:00,24.4,92,340,2.7
2022-01-17 04:00:00,24.6,91,335,2.9
2022-01-17 05:00:00,24.4,91,331,3.0
2022-01-17 06:00:00,24.2,90,334,3.1
2022-01-17 07:00:00,25.6,80,335,3.0
2022-01-17 08:00:00,26.5,76,327,3.0
2022-01-17 09:00:00,27.4,72,317,3.0
2022-01-17 10:00:00,28.7,68,314,2.7
2022-01-17 11:00:00,30.3,61,319,2.3
2022-01-17 12:00:00,31.2,58,323,2.0
2022-01-17 13:00:00,31.9,57,332,1.2
2022-01-17 14:00:00,32.5,52,356,0.7
2022-01-17 15:00:00,32.6,56,73,1.0
2022-01-17 16:00:00,30.7,66,75,1.9
2022-01-17 17:00:00,29.4,77,50,2.8
2022-01-17 18:00:00,28.3,81,51,3.3
2022-01-17 19:00:00,27.5,84,60,3.6
2022-01-17 20:00:00,27.5,85,56,3.2
2022-01-17 21:00:00,27.5,86,51,2.8
2022-01-17 22:00:00,27.6,87,49,2.6
2022-01-17 23:00:00,27.3,88,53,2.0
2022-01-18 00:00:00,27.0,89,54,1.0
2022-01-18 01:00:00,27.1,89,51,1.0
2022-01-18 02:00:00,26.5,91,37,1.0
2022-01-18 03:00:00,26.0,92,6,1.1
2022-01-18 04:00:00,26.2,92,333,1.4
2022-01-18 05:00:00,25.9,93,313,1.7
2022-01-18 06:00:00,25.8,93,302,1.9
2022-01-18 07:00:00,27.3,85,294,1.5
2022-01-18 08:00:00,27.9,83,277,1.5
2022-01-18 09:00:00,29.1,78,268,1.3
2022-01-18 10:00:00,29.9,72,252,1.1
2022-01-18 11:00:00,30.8,68,224,1.2
2022-01-18 12:00:00,31.7,63,191,1.7
2022-01-18 13:00:00,31.8,63,169,2.6
2022-01-18 14:00:00,31.6,64,159,3.2
2022-01-18 15:00:00,30.4,72,159,3.1
2022-01-18 16:00:00,30.5,75,155,1.8
2022-01-18 17:00:00,29.9,79,90,1.2
2022-01-18 18:00:00,28.3,86,55,1.5
2022-01-18 19:00:00,26.5,86,23,1.0
2022-01-18 20:00:00,26.6,85,38,0.6
2022-01-18 21:00:00,26.5,87,291,0.4
2022-01-18 22:00:00,26.8,85,231,1.1
2022-01-18 23:00:00,27.4,83,219,1.3
2022-01-19 00:00:00,26.2,89,225,1.3
2022-01-19 01:00:00,26.0,90,247,0.9
2022-01-19 02:00:00,25.3,93,258,0.6
2022-01-19 03:00:00,25.4,91,278,0.6
2022-01-19 04:00:00,25.3,93,269,1.4
2022-01-19 05:00:00,25.3,93,261,1.9
2022-01-19 06:00:00,25.1,94,255,2.1
2022-01-19 07:00:00,27.1,85,220,1.8
2022-01-19 08:00:00,27.6,81,220,1.6
2022-01-19 09:00:00,28.4,78,222,1.6
2022-01-19 10:00:00,28.7,77,219,1.2
2022-01-19 11:00:00,29.9,71,216,0.9
2022-01-19 12:00:00,31.0,66,182,0.9
2022-01-19 13:00:00,31.0,66,162,1.9
2022-01-19 14:00:00,30.8,69,156,3.1
2022-01-19 15:00:00,30.2,73,137,4.1
2022-01-19 16:00:00,29.5,76,117,4.1
2022-01-19 17:00:00,27.8,80,107,4.1
2022-01-19 18:00:00,28.0,81,93,3.9
2022-01-19 19:00:00,26.8,88,71,3.3
2022-01-19 20:00:00,27.0,88,63,2.7
2022-01-19 21:00:00,26.3,89,60,2.0
2022-01-19 22:00:00,26.2,88,35,1.5
2022-01-19 23:00:00,25.9,87,344,1.6
2022-01-20 00:00:00,25.2,89,326,1.6
2022-01-20 01:00:00,24.8,89,319,1.4
2022-01-20 02:00:00,25.0,88,297,1.1
2022-01-20 03:00:00,23.7,91,257,1.0
2022-01-20 04:00:00,24.0,92,225,1.1
2022-01-20 05:00:00,24.2,93,208,1.0
2022-01-20 06:00:00,24.5,92,207,0.7
2022-01-20 07:00:00,26.9,86,134,0.5
2022-01-20 08:00:00,27.4,81,100,0.8
2022-01-20 09:00:00,27.7,79,73,0.7
2022-01-20 10:00:00,28.3,77,51,0.6
2022-01-20 11:00:00,29.4,72,73,0.5
2022-01-20 12:00:00,30.3,69,118,1.0
2022-01-20 13:00:00,30.9,68,121,1.9
2022-01-20 14:00:00,30.5,68,122,2.8
2022-01-20 15:00:00,30.0,72,115,3.8
2022-01-20 16:00:00,29.7,74,105,4.5
2022-01-20 17:00:00,28.1,79,96,4.3
2022-01-20 18:00:00,28.0,80,96,4.2
2022-01-20 19:00:00,26.5,84,89,4.4
2022-01-20 20:00:00,26.0,85,85,4.2
2022-01-20 21:00:00,25.9,85,84,3.4
2022-01-20 22:00:00,26.0,85,80,3.2
2022-01-20 23:00:00,25.9,85,73,2.7
2022-01-21 00:00:00,26.0,86,75,2.2
2022-01-21 01:00:00,25.7,87,82,1.7
2022-01-21 02:00:00,25.4,88,94,1.5
2022-01-21 03:00:00,25.1,89,97,1.6
2022-01-21 04:00:00,25.1,90,87,1.3
2022-01-21 05:00:00,25.0,90,69,0.8
2022-01-21 06:00:00,25.2,91,35,0.5
2022-01-21 07:00:00,26.5,87,79,0.8
2022-01-21 08:00:00,26.7,86,68,0.9
2022-01-21 09:00:00,27.2,82,76,0.8
2022-01-21 10:00:00,27.9,78,97,1.0
2022-01-21 11:00:00,29.0,70,110,1.3
2022-01-21 12:00:00,29.9,65,119,1.9
2022-01-21 13:00:00,30.0,64,122,2.7
2022-01-21 14:00:00,29.8,66,122,3.6
2022-01-21 15:00:00,29.7,67,118,4.3
2022-01-21 16:00:00,29.6,69,111,5.0
2022-01-21 17:00:00,29.2,71,104,5.4
2022-01-21 18:00:00,28.6,74,98,5.3
2022-01-21 19:00:00,26.6,82,94,5.1
2022-01-21 20:00:00,26.3,83,91,4.9
2022-01-21 21:00:00,26.4,81,86,4.5
2022-01-21 22:00:00,26.4,80,81,4.3
2022-01-21 23:00:00,26.2,81,76,3.8
2022-01-22 00:00:00,25.7,83,71,3.2
2022-01-22 01:00:00,25.5,84,60,2.5
2022-01-22 02:00:00,25.0,86,50,1.8
2022-01-22 03:00:00,24.8,88,71,1.1
2022-01-22 04:00:00,24.7,88,99,1.2
2022-01-22 05:00:00,24.8,87,97,1.5
2022-01-22 06:00:00,24.9,86,83,1.5
2022-01-22 07:00:00,26.1,84,77,1.4
2022-01-22 08:00:00,26.3,83,76,1.5
2022-01-22 09:00:00,26.5,80,77,1.5
2022-01-22 10:00:00,27.0,76,85,1.7
2022-01-22 11:00:00,28.3,69,95,1.7
2022-01-22 12:00:00,29.4,63,105,2.0
2022-01-22 13:00:00,29.6,61,115,2.6
2022-01-22 14:00:00,29.9,60,117,3.5
2022-01-22 15:00:00,29.4,63,114,4.3
2022-01-22 16:00:00,28.9,67,109,4.9
2022-01-22 17:00:00,27.4,75,102,5.2
2022-01-22 18:00:00,26.9,76,94,5.1
2022-01-22 19:00:00,25.7,81,88,4.7
2022-01-22 20:00:00,25.8,80,85,4.3
2022-01-22 21:00:00,25.8,79,82,3.7
2022-01-22 22:00:00,25.8,78,77,3.3
2022-01-22 23:00:00,25.7,79,72,2.6
2022-01-23 00:00:00,25.4,81,66,2.1
2022-01-23 01:00:00,25.1,82,64,1.9
2022-01-23 02:00:00,24.8,83,50,1.4
2022-01-23 03:00:00,24.7,84,30,0.7
2022-01-23 04:00:00,24.8,84,348,0.6
2022-01-23 05:00:00,24.3,86,314,0.6
2022-01-23 06:00:00,24.2,87,290,1.0
2022-01-23 07:00:00,25.8,87,266,0.5
2022-01-23 08:00:00,26.1,83,217,0.5
2022-01-23 09:00:00,26.4,81,167,0.3
2022-01-23 10:00:00,27.4,76,129,0.7
2022-01-23 11:00:00,28.8,68,126,1.3
2022-01-23 12:00:00,29.7,64,125,2.1
2022-01-23 13:00:00,30.2,62,125,2.9
2022-01-23 14:00:00,30.4,63,126,3.4
2022-01-23 15:00:00,30.2,65,124,3.8
2022-01-23 16:00:00,29.4,72,116,4.3
2022-01-23 17:00:00,28.0,77,106,4.6
2022-01-23 18:00:00,27.5,79,100,4.7
2022-01-23 19:00:00,26.2,85,92,4.3
2022-01-23 20:00:00,26.1,86,87,3.8
2022-01-23 21:00:00,25.9,87,85,3.1
2022-01-23 22:00:00,25.9,87,89,2.6
2022-01-23 23:00:00,25.8,87,91,1.8
2022-01-24 00:00:00,25.8,88,94,1.6
2022-01-24 01:00:00,25.7,89,107,1.6
2022-01-24 02:00:00,25.4,88,101,1.3
2022-01-24 03:00:00,25.1,88,64,0.9
2022-01-24 04:00:00,25.2,88,7,0.7
2022-01-24 05:00:00,24.8,90,309,1.2
