Year,Month,Day,Hour[1-24],Minute,Source flags,Dry Bulb Temperature,Dew_Point Temperature,Relative Humidity,Atmospheric Station Pressure,Extraterrestrial Horizontal Radiation,Extraterrestrial Direct Normal Radiation,Horizontal Infrared Radiation Intensity,Global Horizontal Radiation,Direct Normal Radiation,Diffuse Horizontal Radiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,Zenith Luminance,Wind Direction,Wind Speed,Total Sky Cover,Opaque Sky Cover,Visibility,Ceiling Height,Present Weather Observation,Present Weather Codes,Precipitable Water,Aerosol Optical Depth,Snow Depth,Days Since Last Snowfall,Albedo,Liquid Precipitation Depth,Liquid Precipitation Quantity,Hour,Datetime
2022,1,1,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,22.4,21.2,93,101271,0,0,392,0,0,0,0,0,0,0,272,2.8,10,10,777.7,194,9,999999999,80,0.164,0,88,0.1,0.0,0.0,0,2022-01-01 00:00:00
2022,1,1,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,22.5,21.3,93,101271,0,0,406,0,0,0,0,0,0,0,276,2.6,10,10,777.7,185,9,999999999,81,0.164,0,88,0.1,0.0,0.0,1,2022-01-01 01:00:00
2022,1,1,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,21.9,20.7,93,101271,0,0,392,0,0,0,0,0,0,0,290,2.4,10,10,777.7,153,9,999999999,76,0.164,0,88,0.1,0.0,0.0,2,2022-01-01 02:00:00
2022,1,1,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,21.9,20.9,94,101271,0,0,395,0,0,0,0,0,0,0,290,2.2,10,10,777.7,168,9,999999999,78,0.164,0,88,0.1,0.0,0.0,3,2022-01-01 03:00:00
2022,1,1,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,21.7,20.6,94,101271,0,0,394,0,0,0,0,0,0,0,276,2.1,10,10,777.7,182,9,999999999,76,0.164,0,88,0.1,0.0,0.0,4,2022-01-01 04:00:00
2022,1,1,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,21.5,20.7,95,101271,162,755,393,81,187,37,19386,32340,9139,5485,270,1.9,10,10,777.7,125,9,999999999,76,0.164,0,88,0.1,0.0,0.0,5,2022-01-01 05:00:00
2022,1,1,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,21.6,20.8,95,101271,469,1415,389,234,415,93,40375,53393,15387,5801,280,1.5,10,10,777.7,31,9,999999999,77,0.164,0,88,0.1,0.0,0.0,6,2022-01-01 06:00:00
2022,1,1,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,23.2,21.8,92,101271,760,1415,394,458,589,131,64468,65678,20707,4724,302,1.1,9,9,777.7,32,9,999999999,85,0.164,0,88,0.1,0.0,0.0,7,2022-01-01 07:00:00
2022,1,1,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,23.9,21.8,88,101271,1016,1415,396,669,726,151,83453,69066,23883,3749,296,1.0,9,9,777.7,2215,9,999999999,85,0.164,0,88,0.1,0.0,0.0,8,2022-01-01 08:00:00
2022,1,1,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.9,21.4,81,101271,1217,1415,388,824,769,164,92159,60230,24601,3360,282,1.1,8,8,777.7,2457,9,999999999,81,0.164,0,88,0.1,0.0,0.0,9,2022-01-01 09:00:00
2022,1,1,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.9,21.1,75,101271,1352,1415,396,910,777,173,88881,25625,23309,5563,291,1.2,7,7,777.7,725,9,999999999,79,0.164,0,88,0.1,0.0,0.0,10,2022-01-01 10:00:00
2022,1,1,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.2,21.5,71,101271,1410,1415,398,924,752,179,87416,18865,22929,5757,271,0.6,6,6,777.7,928,9,999999999,82,0.164,0,88,0.1,0.0,0.0,11,2022-01-01 11:00:00
2022,1,1,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.8,21.8,70,101271,1388,1415,405,926,770,175,90302,45376,25631,3720,161,0.9,6,6,777.7,77777,9,999999999,84,0.164,0,88,0.1,0.0,0.0,12,2022-01-01 12:00:00
2022,1,1,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.8,22.2,72,101271,1287,1415,408,832,717,180,81059,54294,26978,3853,145,2.2,6,6,777.7,1428,9,999999999,88,0.164,0,88,0.1,0.0,0.0,13,2022-01-01 13:00:00
2022,1,1,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.1,22.1,74,101271,1114,1415,406,651,598,179,63652,53032,24888,4617,136,3.1,6,6,777.7,1688,9,999999999,87,0.164,0,88,0.1,0.3,0.0,14,2022-01-01 14:00:00
2022,1,1,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.4,22.3,74,101271,881,1415,408,475,526,147,45131,43727,21077,5854,120,3.9,6,6,777.7,905,9,999999999,89,0.164,0,88,0.1,0.1,0.0,15,2022-01-01 15:00:00
2022,1,1,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.2,22.6,76,101271,604,1415,400,294,381,118,25143,30161,15717,6637,95,4.4,7,7,777.7,1344,9,999999999,91,0.164,0,88,0.1,0.2,0.0,16,2022-01-01 16:00:00
2022,1,1,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.0,22.4,76,101271,301,1415,403,122,236,69,9063,17705,7156,4411,85,4.4,7,7,777.7,735,9,999999999,90,0.164,0,88,0.1,0.1,0.0,17,2022-01-01 17:00:00
2022,1,1,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.6,22.5,78,101271,0,1385,408,26,0,14,1530,6023,1015,1064,81,4.5,7,7,777.7,759,9,999999999,90,0.164,0,88,0.1,0.1,0.0,18,2022-01-01 18:00:00
2022,1,1,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.4,22.5,84,101271,0,0,404,0,0,0,0,0,0,0,79,4.2,8,8,777.7,542,9,999999999,91,0.164,0,88,0.1,0.0,0.0,19,2022-01-01 19:00:00
2022,1,1,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.1,22.6,86,101271,0,0,405,0,0,0,0,0,0,0,74,3.9,8,8,777.7,671,9,999999999,92,0.164,0,88,0.1,0.1,0.0,20,2022-01-01 20:00:00
2022,1,1,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.1,22.6,86,101271,0,0,404,0,0,0,0,0,0,0,72,3.2,8,8,777.7,1166,9,999999999,92,0.164,0,88,0.1,0.0,0.0,21,2022-01-01 21:00:00
2022,1,1,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.9,22.8,88,101271,0,0,400,0,0,0,0,0,0,0,70,2.4,9,9,777.7,1113,9,999999999,93,0.164,0,88,0.1,0.0,0.0,22,2022-01-01 22:00:00
2022,1,1,24,0,?9?9?9?9E0?9?9?9?9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.7,22.8,89,101271,0,0,397,0,0,0,0,0,0,0,72,1.6,5,9,777.7,1005,9,999999999,93,0.164,0,88,0.1,0.0,0.0,23,2022-01-01 23:00:00
2022,1,2,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.3,22.8,91,101271,0,0,394,0,0,0,0,0,0,0,68,1.2,9,9,777.7,695,9,999999999,93,0.164,0,88,0.1,0.0,0.0,0,2022-01-02 00:00:00
2022,1,2,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.3,22.9,92,101271,0,0,400,0,0,0,0,0,0,0,64,0.3,9,9,777.7,570,9,999999999,95,0.164,0,88,0.1,0.0,0.0,1,2022-01-02 01:00:00
2022,1,2,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,23.5,22.5,94,101271,0,0,396,0,0,0,0,0,0,0,276,0.2,10,10,777.7,543,9,999999999,91,0.164,0,88,0.1,0.0,0.0,2,2022-01-02 02:00:00
2022,1,2,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,23.6,23.0,96,101271,0,0,401,0,0,0,0,0,0,0,327,0.7,10,10,777.7,660,9,999999999,95,0.164,0,88,0.1,0.0,0.0,3,2022-01-02 03:00:00
2022,1,2,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,23.4,23.1,98,101271,0,0,390,0,0,0,0,0,0,0,338,1.2,10,10,777.7,248,9,999999999,97,0.164,0,88,0.1,0.0,0.0,4,2022-01-02 04:00:00
2022,1,2,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,23.5,23.2,98,101271,158,740,394,85,219,34,20166,41635,7487,4263,330,1.5,10,10,777.7,40,9,999999999,97,0.164,0,88,0.1,0.0,0.0,5,2022-01-02 05:00:00
2022,1,2,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,23.5,23.0,97,101271,466,1415,391,264,538,77,43125,68393,12179,4207,312,1.5,10,10,777.7,46,9,999999999,96,0.164,0,88,0.1,0.0,0.0,6,2022-01-02 06:00:00
2022,1,2,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.9,23.7,93,101271,758,1415,391,486,706,104,67131,81044,15196,3332,290,1.2,10,10,777.7,68,9,999999999,102,0.164,0,88,0.1,0.0,0.0,7,2022-01-02 07:00:00
2022,1,2,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.7,23.5,88,101271,1013,1415,396,682,797,112,86500,86254,16726,2581,284,1.2,9,9,777.7,208,9,999999999,101,0.164,0,88,0.1,0.0,0.0,8,2022-01-02 08:00:00
2022,1,2,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.8,23.5,82,101271,1216,1415,394,853,863,113,98754,77434,18202,2085,295,1.1,8,8,777.7,77777,9,999999999,100,0.164,0,88,0.1,0.0,0.0,9,2022-01-02 09:00:00
2022,1,2,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.7,23.5,78,101271,1351,1415,398,962,880,127,94076,35445,20006,3605,304,0.6,7,7,777.7,77777,9,999999999,100,0.164,0,88,0.1,0.0,0.0,10,2022-01-02 10:00:00
2022,1,2,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,29.2,23.6,72,101271,1410,1415,401,969,810,167,87447,18966,23063,4558,147,0.4,6,6,777.7,757,9,999999999,101,0.164,0,88,0.1,0.0,0.0,11,2022-01-02 11:00:00
2022,1,2,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,29.7,23.6,70,101271,1388,1415,409,915,753,179,85413,39479,26125,3689,142,1.6,6,6,777.7,2095,9,999999999,101,0.164,0,88,0.1,0.0,0.0,12,2022-01-02 12:00:00
2022,1,2,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,30.2,23.6,68,101271,1288,1415,411,745,626,172,72808,42345,27056,3766,138,3.0,5,5,777.7,4375,9,999999999,101,0.164,0,88,0.1,0.4,0.0,13,2022-01-02 13:00:00
2022,1,2,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,29.0,23.4,72,101271,1116,1415,417,565,502,171,57331,41327,25160,4566,122,3.6,6,6,777.7,1533,9,999999999,99,0.164,0,88,0.1,0.9,0.0,14,2022-01-02 14:00:00
2022,1,2,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,28.8,23.9,75,101271,883,1415,411,430,453,144,41884,43874,18570,5220,107,3.5,7,7,777.7,1484,9,999999999,104,0.164,0,88,0.1,0.2,0.0,15,2022-01-02 15:00:00
2022,1,2,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,28.5,24.5,79,101271,605,1415,408,277,414,100,24222,40144,10304,4766,96,2.8,7,7,777.7,1083,9,999999999,110,0.164,0,88,0.1,0.4,0.0,16,2022-01-02 16:00:00
2022,1,2,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.9,24.5,82,101271,303,1415,414,127,321,48,8878,24144,4068,2908,93,2.0,8,8,777.7,528,9,999999999,111,0.164,0,88,0.1,0.6,0.0,17,2022-01-02 17:00:00
2022,1,2,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.3,24.5,85,101271,0,1392,410,23,0,11,1415,6356,814,842,82,2.5,8,8,777.7,655,9,999999999,111,0.164,0,88,0.1,0.1,0.0,18,2022-01-02 18:00:00
2022,1,2,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.4,24.6,90,101271,0,0,420,0,0,0,0,0,0,0,71,2.7,9,9,777.7,435,9,999999999,112,0.164,0,88,0.1,0.0,0.0,19,2022-01-02 19:00:00
2022,1,2,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,24.7,92,101271,0,0,407,0,0,0,0,0,0,0,79,2.6,9,9,777.7,401,9,999999999,113,0.164,0,88,0.1,0.0,0.0,20,2022-01-02 20:00:00
2022,1,2,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,24.8,92,101271,0,0,403,0,0,0,0,0,0,0,76,2.3,9,9,777.7,472,9,999999999,113,0.164,0,88,0.1,0.0,0.0,21,2022-01-02 21:00:00
2022,1,2,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,24.5,91,101271,0,0,402,0,0,0,0,0,0,0,74,2.1,9,9,777.7,598,9,999999999,111,0.164,0,88,0.1,0.0,0.0,22,2022-01-02 22:00:00
2022,1,2,24,0,?9?9?9?9E0?9?9?9?9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.0,24.4,91,101271,0,0,400,0,0,0,0,0,0,0,68,1.2,9,9,777.7,693,9,999999999,109,0.164,0,88,0.1,0.0,0.0,23,2022-01-02 23:00:00
2022,1,3,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.8,24.4,92,101271,0,0,397,0,0,0,0,0,0,0,89,0.5,9,9,777.7,2128,9,999999999,109,0.164,0,88,0.1,0.0,0.0,0,2022-01-03 00:00:00
2022,1,3,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.5,24.4,94,101271,0,0,396,0,0,0,0,0,0,0,206,0.4,10,10,777.7,352,9,999999999,110,0.164,0,88,0.1,0.0,0.0,1,2022-01-03 01:00:00
2022,1,3,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.1,24.4,96,101271,0,0,396,0,0,0,0,0,0,0,230,0.6,10,10,777.7,82,9,999999999,110,0.164,0,88,0.1,0.0,0.0,2,2022-01-03 02:00:00
2022,1,3,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.0,24.3,96,101271,0,0,396,0,0,0,0,0,0,0,236,0.9,10,10,777.7,72,9,999999999,109,0.164,0,88,0.1,0.0,0.0,3,2022-01-03 03:00:00
2022,1,3,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.9,24.4,97,101271,0,0,400,0,0,0,0,0,0,0,226,1.0,10,10,777.7,46,9,999999999,109,0.164,0,88,0.1,0.0,0.0,4,2022-01-03 04:00:00
2022,1,3,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.8,24.3,97,101271,155,725,408,72,166,34,18368,29623,9108,5366,211,0.8,10,10,777.7,64,9,999999999,109,0.164,0,88,0.1,0.0,0.0,5,2022-01-03 05:00:00
2022,1,3,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.5,24.0,97,101271,463,1415,411,222,380,94,37164,43151,17845,6202,217,0.9,10,10,777.7,57,9,999999999,106,0.164,0,88,0.1,0.0,0.0,6,2022-01-03 06:00:00
2022,1,3,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.5,24.7,95,101271,755,1415,414,397,477,140,53490,45605,24940,5394,168,1.2,10,10,777.7,55,9,999999999,113,0.164,0,88,0.1,0.0,0.0,7,2022-01-03 07:00:00
2022,1,3,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,24.4,90,101271,1011,1415,422,524,494,176,61548,36709,30105,5023,176,1.3,9,9,777.7,209,9,999999999,109,0.164,0,88,0.1,0.1,0.0,8,2022-01-03 08:00:00
2022,1,3,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.7,24.4,87,101271,1214,1415,422,576,417,223,63263,23812,31377,5122,178,1.4,9,9,777.7,278,9,999999999,109,0.164,0,88,0.1,0.4,0.0,9,2022-01-03 09:00:00
2022,1,3,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.3,24.7,86,101271,1350,1415,425,580,366,233,62502,10051,29683,5214,172,1.3,8,8,777.7,235,9,999999999,113,0.164,0,88,0.1,1.7,0.0,10,2022-01-03 10:00:00
2022,1,3,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.9,24.9,84,101271,1410,1415,420,631,382,253,63419,5985,32576,5836,155,1.9,8,8,777.7,265,9,999999999,115,0.164,0,88,0.1,2.7,0.0,11,2022-01-03 11:00:00
2022,1,3,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,28.0,24.9,83,101271,1389,1415,421,625,342,290,62514,15831,36492,6257,154,2.4,8,8,777.7,1586,9,999999999,114,0.164,0,88,0.1,1.2,0.0,12,2022-01-03 12:00:00
2022,1,3,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,28.3,25.1,83,101271,1289,1415,420,561,340,256,61926,28691,33073,5190,154,3.0,8,8,777.7,1415,9,999999999,117,0.164,0,88,0.1,0.6,0.0,13,2022-01-03 13:00:00
2022,1,3,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.4,24.6,85,101271,1117,1415,420,555,490,177,56693,39983,25127,4411,143,3.6,8,8,777.7,2318,9,999999999,112,0.164,0,88,0.1,1.5,0.0,14,2022-01-03 14:00:00
2022,1,3,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.2,24.7,86,101271,884,1415,418,420,445,131,38993,35663,19540,5191,130,3.9,8,8,777.7,1721,9,999999999,113,0.164,0,88,0.1,1.1,0.0,15,2022-01-03 15:00:00
2022,1,3,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.5,24.6,84,101271,607,1415,411,233,300,104,21428,27851,12757,5466,126,3.2,8,8,777.7,1131,9,999999999,111,0.164,0,88,0.1,0.3,0.0,16,2022-01-03 16:00:00
2022,1,3,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.3,24.7,86,101271,304,1415,418,111,245,54,8679,19009,4908,3563,109,3.0,8,8,777.7,391,9,999999999,113,0.164,0,88,0.1,0.5,0.0,17,2022-01-03 17:00:00
2022,1,3,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.0,24.7,87,101271,0,1398,419,24,0,13,1464,5684,949,995,117,2.8,9,9,777.7,363,9,999999999,113,0.164,0,88,0.1,0.1,0.0,18,2022-01-03 18:00:00
2022,1,3,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,24.4,90,101271,0,0,411,0,0,0,0,0,0,0,111,2.9,9,9,777.7,299,9,999999999,109,0.164,0,88,0.1,0.5,0.0,19,2022-01-03 19:00:00
2022,1,3,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.9,24.3,91,101271,0,0,418,0,0,0,0,0,0,0,119,2.2,9,9,777.7,355,9,999999999,108,0.164,0,88,0.1,0.0,0.0,20,2022-01-03 20:00:00
2022,1,3,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.8,24.4,92,101271,0,0,412,0,0,0,0,0,0,0,150,1.6,9,9,777.7,274,9,999999999,110,0.164,0,88,0.1,0.0,0.0,21,2022-01-03 21:00:00
2022,1,3,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.5,24.1,92,101271,0,0,405,0,0,0,0,0,0,0,158,1.7,9,9,777.7,275,9,999999999,106,0.164,0,88,0.1,0.0,0.0,22,2022-01-03 22:00:00
2022,1,3,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.6,24.4,93,101271,0,0,412,0,0,0,0,0,0,0,144,1.4,10,10,777.7,183,9,999999999,109,0.164,0,88,0.1,0.0,0.0,23,2022-01-03 23:00:00
2022,1,4,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.0,24.6,92,101271,0,0,414,0,0,0,0,0,0,0,137,1.3,9,9,777.7,142,9,999999999,112,0.164,0,88,0.1,0.0,0.0,0,2022-01-04 00:00:00
2022,1,4,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.3,24.5,95,101271,0,0,418,0,0,0,0,0,0,0,136,1.1,10,10,777.7,139,9,999999999,110,0.164,0,88,0.1,0.2,0.0,1,2022-01-04 01:00:00
2022,1,4,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.1,23.9,93,101271,0,0,432,0,0,0,0,0,0,0,113,1.0,10,10,777.7,143,9,999999999,105,0.164,0,88,0.1,0.2,0.0,2,2022-01-04 02:00:00
2022,1,4,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.9,23.9,94,101271,0,0,414,0,0,0,0,0,0,0,186,0.3,10,10,777.7,141,9,999999999,104,0.164,0,88,0.1,0.1,0.0,3,2022-01-04 03:00:00
2022,1,4,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.7,23.5,93,101271,0,0,427,0,0,0,0,0,0,0,249,0.6,10,10,777.7,147,9,999999999,101,0.164,0,88,0.1,0.7,0.0,4,2022-01-04 04:00:00
2022,1,4,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.6,23.4,93,101271,152,709,417,35,53,23,11087,10880,9297,4305,260,0.9,10,10,777.7,490,9,999999999,100,0.164,0,88,0.1,0.6,0.0,5,2022-01-04 05:00:00
2022,1,4,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.5,23.5,94,101271,460,1415,420,141,169,79,26324,22657,17547,5639,253,0.8,10,10,777.7,382,9,999999999,100,0.164,0,88,0.1,0.3,0.0,6,2022-01-04 06:00:00
2022,1,4,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.7,23.9,90,101271,752,1415,420,296,300,130,43322,29110,24817,5151,220,0.5,9,9,777.7,405,9,999999999,104,0.164,0,88,0.1,0.3,0.0,7,2022-01-04 07:00:00
2022,1,4,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.0,24.2,90,101271,1009,1415,425,440,373,175,58549,28335,32082,5272,236,0.4,9,9,777.7,274,9,999999999,107,0.164,0,88,0.1,0.4,0.0,8,2022-01-04 08:00:00
2022,1,4,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.2,24.6,91,101271,1213,1415,417,602,419,243,68841,24653,36995,6420,277,0.6,9,9,777.7,224,9,999999999,112,0.164,0,88,0.1,0.5,0.0,9,2022-01-04 09:00:00
2022,1,4,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.6,24.9,90,101271,1349,1415,424,707,461,270,67532,11052,35807,6496,241,0.3,9,9,777.7,304,9,999999999,115,0.164,0,88,0.1,0.6,0.0,10,2022-01-04 10:00:00
2022,1,4,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.3,25.3,89,101271,1409,1415,419,650,369,285,62519,5806,33173,5897,186,0.8,9,9,777.7,675,9,999999999,119,0.164,0,88,0.1,0.5,0.0,11,2022-01-04 11:00:00
2022,1,4,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.4,25.4,89,101271,1389,1415,424,597,342,264,61353,17152,33071,5515,131,2.0,9,9,777.7,571,9,999999999,121,0.164,0,88,0.1,0.8,0.0,12,2022-01-04 12:00:00
2022,1,4,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.0,24.4,91,101271,1290,1415,419,567,372,227,50703,17738,31822,5035,99,2.3,9,9,777.7,380,9,999999999,110,0.164,0,88,0.1,3.0,0.0,13,2022-01-04 13:00:00
2022,1,4,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.0,24.6,92,101271,1118,1415,421,361,188,202,30898,7951,24753,5746,71,3.0,9,9,777.7,251,9,999999999,111,0.164,0,88,0.1,1.8,0.0,14,2022-01-04 14:00:00
2022,1,4,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,24.7,92,101271,886,1415,420,180,41,155,18714,2737,17686,6154,69,2.7,9,9,777.7,205,9,999999999,112,0.164,0,88,0.1,1.0,0.0,15,2022-01-04 15:00:00
2022,1,4,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.3,24.6,90,101271,609,1415,421,132,31,118,12409,2385,12409,5133,70,2.9,9,9,777.7,783,9,999999999,111,0.164,0,88,0.1,0.6,0.0,16,2022-01-04 16:00:00
2022,1,4,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,24.7,92,101271,306,1415,420,65,34,59,5205,2321,5205,3321,75,3.1,9,9,777.7,435,9,999999999,112,0.164,0,88,0.1,0.4,0.0,17,2022-01-04 17:00:00
